customer_id,ticket_text,category
CUST-02074,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02075,My bill keeps increasing every month for no clear reason.,billing
CUST-02076,The billing department never resolves my disputes.,billing
CUST-02077,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02078,The internet keeps disconnecting several times a day.,service_quality
CUST-02079,The internet keeps disconnecting several times a day.,service_quality
CUST-02080,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02081,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02082,"Everything works great, no complaints at all this month.",satisfied
CUST-02083,"Everything works great, no complaints at all this month.",satisfied
CUST-02084,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02085,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02086,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02087,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02088,"Everything works great, no complaints at all this month.",satisfied
CUST-02089,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02090,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02091,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02092,Call quality has been terrible the past few weeks.,service_quality
CUST-02093,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02094,Call quality has been terrible the past few weeks.,service_quality
CUST-02095,I was overcharged again this month and nobody explained why.,billing
CUST-02096,The internet keeps disconnecting several times a day.,service_quality
CUST-02097,Technician never showed up for the scheduled appointment.,service_quality
CUST-02098,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02099,My bill keeps increasing every month for no clear reason.,billing
CUST-02100,"Everything works great, no complaints at all this month.",satisfied
CUST-02101,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02102,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02103,"Great experience overall, keep up the good work.",satisfied
CUST-02104,"Great experience overall, keep up the good work.",satisfied
CUST-02105,Call quality has been terrible the past few weeks.,service_quality
CUST-02106,"Great experience overall, keep up the good work.",satisfied
CUST-02107,I was overcharged again this month and nobody explained why.,billing
CUST-02108,The internet keeps disconnecting several times a day.,service_quality
CUST-02109,"Everything works great, no complaints at all this month.",satisfied
CUST-02110,The billing department never resolves my disputes.,billing
CUST-02111,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02112,The internet keeps disconnecting several times a day.,service_quality
CUST-02113,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02114,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02115,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02116,"Great experience overall, keep up the good work.",satisfied
CUST-02117,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02118,Technician never showed up for the scheduled appointment.,service_quality
CUST-02119,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02120,The billing department never resolves my disputes.,billing
CUST-02121,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02122,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02123,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02124,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02125,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02126,Technician never showed up for the scheduled appointment.,service_quality
CUST-02127,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02128,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02129,The internet keeps disconnecting several times a day.,service_quality
CUST-02130,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02131,The internet keeps disconnecting several times a day.,service_quality
CUST-02132,"Great experience overall, keep up the good work.",satisfied
CUST-02133,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02134,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02135,I was overcharged again this month and nobody explained why.,billing
CUST-02136,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02137,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02138,"Great experience overall, keep up the good work.",satisfied
CUST-02139,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02140,My bill keeps increasing every month for no clear reason.,billing
CUST-02141,The billing department never resolves my disputes.,billing
CUST-02142,The internet keeps disconnecting several times a day.,service_quality
CUST-02143,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02144,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02145,"Everything works great, no complaints at all this month.",satisfied
CUST-02146,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02147,The internet keeps disconnecting several times a day.,service_quality
CUST-02148,I was overcharged again this month and nobody explained why.,billing
CUST-02149,Technician never showed up for the scheduled appointment.,service_quality
CUST-02150,Technician never showed up for the scheduled appointment.,service_quality
CUST-02151,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02152,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02153,Call quality has been terrible the past few weeks.,service_quality
CUST-02154,"Great experience overall, keep up the good work.",satisfied
CUST-02155,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02156,My bill keeps increasing every month for no clear reason.,billing
CUST-02157,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02158,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02159,"Great experience overall, keep up the good work.",satisfied
CUST-02160,I was overcharged again this month and nobody explained why.,billing
CUST-02161,The internet keeps disconnecting several times a day.,service_quality
CUST-02162,Technician never showed up for the scheduled appointment.,service_quality
CUST-02163,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02164,"Everything works great, no complaints at all this month.",satisfied
CUST-02165,The internet keeps disconnecting several times a day.,service_quality
CUST-02166,"Everything works great, no complaints at all this month.",satisfied
CUST-02167,"Great experience overall, keep up the good work.",satisfied
CUST-02168,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02169,"Everything works great, no complaints at all this month.",satisfied
CUST-02170,"Everything works great, no complaints at all this month.",satisfied
CUST-02171,Call quality has been terrible the past few weeks.,service_quality
CUST-02172,"Everything works great, no complaints at all this month.",satisfied
CUST-02173,"Everything works great, no complaints at all this month.",satisfied
CUST-02174,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02175,"Everything works great, no complaints at all this month.",satisfied
CUST-02176,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02177,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02178,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02179,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02180,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02181,"Everything works great, no complaints at all this month.",satisfied
CUST-02182,I was overcharged again this month and nobody explained why.,billing
CUST-02183,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02184,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02185,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02186,My bill keeps increasing every month for no clear reason.,billing
CUST-02187,My bill keeps increasing every month for no clear reason.,billing
CUST-02188,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02189,"Great experience overall, keep up the good work.",satisfied
CUST-02190,Call quality has been terrible the past few weeks.,service_quality
CUST-02191,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02192,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02193,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02194,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02195,"Everything works great, no complaints at all this month.",satisfied
CUST-02196,The billing department never resolves my disputes.,billing
CUST-02197,The billing department never resolves my disputes.,billing
CUST-02198,"Great experience overall, keep up the good work.",satisfied
CUST-02199,I was overcharged again this month and nobody explained why.,billing
CUST-02200,"Everything works great, no complaints at all this month.",satisfied
CUST-02201,I was overcharged again this month and nobody explained why.,billing
CUST-02202,My bill keeps increasing every month for no clear reason.,billing
CUST-02203,"Great experience overall, keep up the good work.",satisfied
CUST-02204,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02205,I was overcharged again this month and nobody explained why.,billing
CUST-02206,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02207,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02208,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02209,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02210,"Everything works great, no complaints at all this month.",satisfied
CUST-02211,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02212,"Great experience overall, keep up the good work.",satisfied
CUST-02213,Technician never showed up for the scheduled appointment.,service_quality
CUST-02214,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02215,"Everything works great, no complaints at all this month.",satisfied
CUST-02216,Call quality has been terrible the past few weeks.,service_quality
CUST-02217,"Great experience overall, keep up the good work.",satisfied
CUST-02218,"Everything works great, no complaints at all this month.",satisfied
CUST-02219,"Great experience overall, keep up the good work.",satisfied
CUST-02220,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02221,Call quality has been terrible the past few weeks.,service_quality
CUST-02222,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02223,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02224,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02225,My bill keeps increasing every month for no clear reason.,billing
CUST-02226,My bill keeps increasing every month for no clear reason.,billing
CUST-02227,"Great experience overall, keep up the good work.",satisfied
CUST-02228,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02229,"Great experience overall, keep up the good work.",satisfied
CUST-02230,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02231,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02232,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02233,I was overcharged again this month and nobody explained why.,billing
CUST-02234,The internet keeps disconnecting several times a day.,service_quality
CUST-02235,"Everything works great, no complaints at all this month.",satisfied
CUST-02236,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02237,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02238,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02239,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02240,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02241,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02242,"Great experience overall, keep up the good work.",satisfied
CUST-02243,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02244,"Everything works great, no complaints at all this month.",satisfied
CUST-02245,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02246,My bill keeps increasing every month for no clear reason.,billing
CUST-02247,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02248,"Great experience overall, keep up the good work.",satisfied
CUST-02249,"Great experience overall, keep up the good work.",satisfied
CUST-02250,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02251,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02252,Technician never showed up for the scheduled appointment.,service_quality
CUST-02253,"Everything works great, no complaints at all this month.",satisfied
CUST-02254,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02255,My bill keeps increasing every month for no clear reason.,billing
CUST-02256,My bill keeps increasing every month for no clear reason.,billing
CUST-02257,My bill keeps increasing every month for no clear reason.,billing
CUST-02258,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02259,The billing department never resolves my disputes.,billing
CUST-02260,"Great experience overall, keep up the good work.",satisfied
CUST-02261,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02262,"Great experience overall, keep up the good work.",satisfied
CUST-02263,The internet keeps disconnecting several times a day.,service_quality
CUST-02264,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02265,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02266,The internet keeps disconnecting several times a day.,service_quality
CUST-02267,"Everything works great, no complaints at all this month.",satisfied
CUST-02268,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02269,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02270,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02271,The internet keeps disconnecting several times a day.,service_quality
CUST-02272,Technician never showed up for the scheduled appointment.,service_quality
CUST-02273,"Great experience overall, keep up the good work.",satisfied
CUST-02274,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02275,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02276,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02277,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02278,Call quality has been terrible the past few weeks.,service_quality
CUST-02279,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02280,The billing department never resolves my disputes.,billing
CUST-02281,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02282,"Great experience overall, keep up the good work.",satisfied
CUST-02283,"Everything works great, no complaints at all this month.",satisfied
CUST-02284,"Everything works great, no complaints at all this month.",satisfied
CUST-02285,"Everything works great, no complaints at all this month.",satisfied
CUST-02286,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02287,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02288,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02289,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02290,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02291,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02292,I was overcharged again this month and nobody explained why.,billing
CUST-02293,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02294,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02295,"Great experience overall, keep up the good work.",satisfied
CUST-02296,"Great experience overall, keep up the good work.",satisfied
CUST-02297,"Great experience overall, keep up the good work.",satisfied
CUST-02298,"Everything works great, no complaints at all this month.",satisfied
CUST-02299,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02300,"Great experience overall, keep up the good work.",satisfied
CUST-02301,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02302,Technician never showed up for the scheduled appointment.,service_quality
CUST-02303,Technician never showed up for the scheduled appointment.,service_quality
CUST-02304,"Everything works great, no complaints at all this month.",satisfied
CUST-02305,"Everything works great, no complaints at all this month.",satisfied
CUST-02306,The billing department never resolves my disputes.,billing
CUST-02307,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02308,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02309,The internet keeps disconnecting several times a day.,service_quality
CUST-02310,Call quality has been terrible the past few weeks.,service_quality
CUST-02311,The internet keeps disconnecting several times a day.,service_quality
CUST-02312,The internet keeps disconnecting several times a day.,service_quality
CUST-02313,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02314,"Everything works great, no complaints at all this month.",satisfied
CUST-02315,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02316,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02317,"Great experience overall, keep up the good work.",satisfied
CUST-02318,"Great experience overall, keep up the good work.",satisfied
CUST-02319,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02320,I was overcharged again this month and nobody explained why.,billing
CUST-02321,The billing department never resolves my disputes.,billing
CUST-02322,"Great experience overall, keep up the good work.",satisfied
CUST-02323,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02324,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02325,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02326,My bill keeps increasing every month for no clear reason.,billing
CUST-02327,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02328,I was overcharged again this month and nobody explained why.,billing
CUST-02329,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02330,"Great experience overall, keep up the good work.",satisfied
CUST-02331,My bill keeps increasing every month for no clear reason.,billing
CUST-02332,I was overcharged again this month and nobody explained why.,billing
CUST-02333,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02334,"Everything works great, no complaints at all this month.",satisfied
CUST-02335,"Everything works great, no complaints at all this month.",satisfied
CUST-02336,"Everything works great, no complaints at all this month.",satisfied
CUST-02337,The billing department never resolves my disputes.,billing
CUST-02338,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02339,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02340,Technician never showed up for the scheduled appointment.,service_quality
CUST-02341,I was overcharged again this month and nobody explained why.,billing
CUST-02342,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02343,My bill keeps increasing every month for no clear reason.,billing
CUST-02344,Technician never showed up for the scheduled appointment.,service_quality
CUST-02345,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02346,"Everything works great, no complaints at all this month.",satisfied
CUST-02347,"Everything works great, no complaints at all this month.",satisfied
CUST-02348,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02349,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02350,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02351,"Great experience overall, keep up the good work.",satisfied
CUST-02352,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02353,Technician never showed up for the scheduled appointment.,service_quality
CUST-02354,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02355,My bill keeps increasing every month for no clear reason.,billing
CUST-02356,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02357,The billing department never resolves my disputes.,billing
CUST-02358,My bill keeps increasing every month for no clear reason.,billing
CUST-02359,I was overcharged again this month and nobody explained why.,billing
CUST-02360,The billing department never resolves my disputes.,billing
CUST-02361,My bill keeps increasing every month for no clear reason.,billing
CUST-02362,Call quality has been terrible the past few weeks.,service_quality
CUST-02363,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02364,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02365,Call quality has been terrible the past few weeks.,service_quality
CUST-02366,The billing department never resolves my disputes.,billing
CUST-02367,The internet keeps disconnecting several times a day.,service_quality
CUST-02368,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02369,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02370,"Everything works great, no complaints at all this month.",satisfied
CUST-02371,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02372,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02373,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02374,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02375,"Great experience overall, keep up the good work.",satisfied
CUST-02376,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02377,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02378,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02379,The internet keeps disconnecting several times a day.,service_quality
CUST-02380,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02381,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02382,My bill keeps increasing every month for no clear reason.,billing
CUST-02383,Technician never showed up for the scheduled appointment.,service_quality
CUST-02384,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02385,The internet keeps disconnecting several times a day.,service_quality
CUST-02386,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02387,My bill keeps increasing every month for no clear reason.,billing
CUST-02388,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02389,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02390,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02391,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02392,Technician never showed up for the scheduled appointment.,service_quality
CUST-02393,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02394,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02395,The billing department never resolves my disputes.,billing
CUST-02396,"Everything works great, no complaints at all this month.",satisfied
CUST-02397,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02398,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02399,"Great experience overall, keep up the good work.",satisfied
CUST-02400,The billing department never resolves my disputes.,billing
CUST-02401,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02402,I was overcharged again this month and nobody explained why.,billing
CUST-02403,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02404,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02405,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02406,My bill keeps increasing every month for no clear reason.,billing
CUST-02407,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02408,"Everything works great, no complaints at all this month.",satisfied
CUST-02409,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02410,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02411,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02412,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02413,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02414,Call quality has been terrible the past few weeks.,service_quality
CUST-02415,"Everything works great, no complaints at all this month.",satisfied
CUST-02416,The internet keeps disconnecting several times a day.,service_quality
CUST-02417,The billing department never resolves my disputes.,billing
CUST-02418,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02419,Technician never showed up for the scheduled appointment.,service_quality
CUST-02420,The billing department never resolves my disputes.,billing
CUST-02421,"Everything works great, no complaints at all this month.",satisfied
CUST-02422,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02423,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02424,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02425,"Great experience overall, keep up the good work.",satisfied
CUST-02426,Technician never showed up for the scheduled appointment.,service_quality
CUST-02427,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02428,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02429,Call quality has been terrible the past few weeks.,service_quality
CUST-02430,Technician never showed up for the scheduled appointment.,service_quality
CUST-02431,The internet keeps disconnecting several times a day.,service_quality
CUST-02432,"Everything works great, no complaints at all this month.",satisfied
CUST-02433,I am seriously thinking about switching providers soon.,considering_leaving
CUST-02434,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02435,I was overcharged again this month and nobody explained why.,billing
CUST-02436,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02437,"Great experience overall, keep up the good work.",satisfied
CUST-02438,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02439,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02440,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02441,Technician never showed up for the scheduled appointment.,service_quality
CUST-02442,My bill keeps increasing every month for no clear reason.,billing
CUST-02443,The internet keeps disconnecting several times a day.,service_quality
CUST-02444,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02445,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02446,The billing department never resolves my disputes.,billing
CUST-02447,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02448,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02449,The billing department never resolves my disputes.,billing
CUST-02450,The billing department never resolves my disputes.,billing
CUST-02451,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02452,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02453,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02454,The billing department never resolves my disputes.,billing
CUST-02455,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02456,"Great experience overall, keep up the good work.",satisfied
CUST-02457,"Great experience overall, keep up the good work.",satisfied
CUST-02458,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02459,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02460,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02461,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02462,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02463,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02464,Technician never showed up for the scheduled appointment.,service_quality
CUST-02465,The internet keeps disconnecting several times a day.,service_quality
CUST-02466,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02467,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02468,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02469,Technician never showed up for the scheduled appointment.,service_quality
CUST-02470,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02471,My bill keeps increasing every month for no clear reason.,billing
CUST-02472,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02473,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02474,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02475,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02476,I was overcharged again this month and nobody explained why.,billing
CUST-02477,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02478,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02479,"Great experience overall, keep up the good work.",satisfied
CUST-02480,Call quality has been terrible the past few weeks.,service_quality
CUST-02481,"Everything works great, no complaints at all this month.",satisfied
CUST-02482,"Everything works great, no complaints at all this month.",satisfied
CUST-02483,If this keeps happening I will cancel my subscription.,considering_leaving
CUST-02484,"Great experience overall, keep up the good work.",satisfied
CUST-02485,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02486,I was overcharged again this month and nobody explained why.,billing
CUST-02487,Call quality has been terrible the past few weeks.,service_quality
CUST-02488,Technician never showed up for the scheduled appointment.,service_quality
CUST-02489,"Everything works great, no complaints at all this month.",satisfied
CUST-02490,Technician never showed up for the scheduled appointment.,service_quality
CUST-02491,I was overcharged again this month and nobody explained why.,billing
CUST-02492,"Everything works great, no complaints at all this month.",satisfied
CUST-02493,Technician never showed up for the scheduled appointment.,service_quality
CUST-02494,My bill keeps increasing every month for no clear reason.,billing
CUST-02495,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02496,Call quality has been terrible the past few weeks.,service_quality
CUST-02497,My bill keeps increasing every month for no clear reason.,billing
CUST-02498,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02499,"Everything works great, no complaints at all this month.",satisfied
CUST-02500,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02501,The billing department never resolves my disputes.,billing
CUST-02502,"Great experience overall, keep up the good work.",satisfied
CUST-02503,"This is the last straw, I want to cancel my contract.",considering_leaving
CUST-02504,The internet keeps disconnecting several times a day.,service_quality
CUST-02505,"Everything works great, no complaints at all this month.",satisfied
CUST-02506,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02507,"Everything works great, no complaints at all this month.",satisfied
CUST-02508,I was overcharged again this month and nobody explained why.,billing
CUST-02509,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02510,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02511,The billing department never resolves my disputes.,billing
CUST-02512,The internet keeps disconnecting several times a day.,service_quality
CUST-02513,The internet keeps disconnecting several times a day.,service_quality
CUST-02514,The internet keeps disconnecting several times a day.,service_quality
CUST-02515,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02516,"I think there is a hidden fee on my invoice, very frustrating.",billing
CUST-02517,"Your competitor is offering a much better deal, I might switch.",considering_leaving
CUST-02518,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02519,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02520,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02521,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02522,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02523,"Support resolved my issue quickly, very happy with the service.",satisfied
CUST-02524,"Everything works great, no complaints at all this month.",satisfied
CUST-02525,The billing department never resolves my disputes.,billing
CUST-02526,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02527,I was overcharged again this month and nobody explained why.,billing
CUST-02528,I am satisfied with the speed and reliability of my connection.,satisfied
CUST-02529,Technician never showed up for the scheduled appointment.,service_quality
CUST-02530,Customer support took forever to answer and didn't help at all.,service_quality
CUST-02531,"Great experience overall, keep up the good work.",satisfied
CUST-02532,Technician never showed up for the scheduled appointment.,service_quality
CUST-02533,"This is the last straw, I want to cancel my contract.",considering_leaving
